dim,nthreads,prec,N,cpu_time_ns,real_time_ns,cpu_time_stddev_ns,repetitions,time_unit,l2_cache_bytes,l3_cache_bytes
3,16,d,5.0,1681.0999999999824,1686.1999029060828,39.42761903613953,8,ns,1048576,16777216
3,16,f,5.0,1405.7999999999952,1411.7000318947248,54.100006601533174,8,ns,1048576,16777216
3,16,d,8.0,3884.2000000000303,3891.3000025786464,335.90736712034493,8,ns,1048576,16777216
3,16,f,8.0,2864.3000000000075,2868.4000426437706,39.74446951642936,8,ns,1048576,16777216
3,16,d,12.0,12611.599999999991,12629.000048036687,73.81534877170857,8,ns,1048576,16777216
3,16,f,12.0,8746.399999999978,8757.599971431773,439.39980411596105,8,ns,1048576,16777216
3,16,d,18.0,42662.999999999905,42677.0000558463,810.0375282311063,8,ns,1048576,16777216
3,16,f,18.0,28225.00000000004,28236.500111233912,918.5826096298279,8,ns,1048576,16777216
3,16,d,25.0,105413.70000000036,105441.7996783741,883.1889649753693,8,ns,1048576,16777216
3,16,f,25.0,70827.9000000001,70828.20011419246,782.266881751957,8,ns,1048576,16777216
3,16,d,40.0,83544.60000000037,95851.80014255458,1415.8130624691141,8,ns,1048576,16777216
3,16,f,40.0,69314.49999999956,77088.10007898137,1400.3377582369073,8,ns,1048576,16777216
3,16,d,60.0,209889.4000000004,227811.79995945422,3096.760908249224,8,ns,1048576,16777216
3,16,f,60.0,154299.29999999996,282302.0000505494,4081.7587791820883,8,ns,1048576,16777216
3,16,d,90.0,737823.8999999982,781335.0001015352,14921.868100112286,8,ns,1048576,16777216
3,16,f,90.0,461770.1000000002,487709.40011309,2477.211519305476,8,ns,1048576,16777216
3,16,d,128.0,4351305.500000002,5092492.800031323,193127.33277891023,8,ns,1048576,16777216
3,16,f,128.0,1451690.2,1503605.7999168409,30890.733644966465,8,ns,1048576,16777216
3,16,d,192.0,20336730.899999946,22319573.999993734,964550.8328932171,8,ns,1048576,16777216
3,16,f,192.0,10014115.599999985,11509952.599772077,167967.20109919243,8,ns,1048576,16777216
3,16,d,405.0,199933044.80000022,216173431.00006112,4564346.304029137,8,ns,1048576,16777216
3,16,f,405.0,109115689.20000009,123356405.6998148,3442310.4839157895,8,ns,1048576,16777216
3,16,d,625.0,764755078.2000011,894642468.299935,32283315.19886418,8,ns,1048576,16777216
3,16,f,625.0,425301889.7000004,457085228.9998584,6358947.430835338,8,ns,1048576,16777216
3,16,d,800.0,1711505093.5,1922454483.799993,156672188.30817404,8,ns,1048576,16777216
3,16,f,800.0,914991652.8000007,960242625.0999998,12966667.616091063,8,ns,1048576,16777216
